Dataid,Brand,Images,Interested_count,Item_description,Likes,Link,MarketStatus,Price,SearchDate,SellerId,SellerName,Size,Title,Upload_date,View_count,Condition,Page,SearchCount
5535006365,Tod's,[],,"Einmal um den Block gelaufen:-) Sonst nie getragen!! Achtung!!! Der Absatz klebt komisch und hat ein paar Kratzer siehe Foto. Ich denke die Absätze müssten gemacht werden!! Deswegen der günstige Preis!!!! Bei Fragen gerne melden. Dies ist ein Privatverkauf, daher keine Haftung oder Rücknahme. Danke fürs Verständnis 🥰",0,https://www.vinted.it/items/5535006365-stiefelette-tods-385-grau-wie-neu?referrer=catalog,Sold,42.0,16/12/2024 17:56:49,61,thessak123,38.5,Stiefelette Tod's 38,27 min,5.0,Nuovo senza cartellino,3,0
5534936203,UGG,[],5.0,"100% IDENTICOS TALLA 36 Muy cómodos , no los he usado , están sin caja y sin etiqueta. Fue un regalo de cumpleaños pero personalmente a mí no me gustan.",7,https://www.vinted.it/items/5534936203-botines-ugg-negros?referrer=catalog,Sold,40.0,16/12/2024 17:52:42,62,leticiadlf92,36.0,Botines ugg negros,43 min,30.0,Nuovo senza cartellino,6,0
5534935882,Gucci,[],5.0,Je vend mule Gucci femme de taille 38 avec son packajing complet porter une fois .,5,https://www.vinted.it/items/5534935882-mule-gucci-femme?referrer=catalog,Sold,60.0,16/12/2024 17:56:49,63,mamadee69,38.0,Mule Gucci femme,44 min,43.0,Nuovo senza cartellino,6,0
5534913167,Dr. Martens,[],2.0,Dr. Martens modello alti 20 buchi con suola bex. Originali. Nuove. Numero 38,5,https://www.vinted.it/items/5534913167-dr-martens-alte-20-buchi-bex?referrer=catalog,Sold,100.0,16/12/2024 17:56:49,64,marikatn84,38.0,Dr. Martens alte 20 buchi bex,un'ora,27.0,Nuovo senza cartellino,7,0
5537929945,Zara,[],1.0,"Nog nooit gedragen laarzen, taupe kleur",3,https://www.vinted.it/items/5537929945-laarzen-zo-goed-als-nieuw?referrer=catalog,Sold,14.99,17/12/2024 14:43:33,65,mieesje,37.0,Laarzen zo goed als nieuw,19 min,9.0,Nuovo senza cartellino,2,0
5537937914,Twin Set,[],2.0,Bellissimi stivaletti Twin Set In perfetto stato mai usati,2,https://www.vinted.it/items/5537937914-stivaletti-twin-set?referrer=catalog,Sold,20.0,17/12/2024 14:48:16,66,silviaesse73,39.0,Stivaletti Twin Set,26 min,4.0,Nuovo senza cartellino,2,0
5537982726,Pull & Bear,[],1.0,Neuves jamais portées Trop grandes,0,https://www.vinted.it/items/5537982726-ballerines-velours-bleu-pullbear?referrer=catalog,Sold,17.0,17/12/2024 14:45:59,67,strouudie,40.0,Ballerines velours bleu pull&bear,16 min,4.0,Nuovo senza cartellino,1,1
5541814760,Crocs,[],1.0,Neuf crocs,0,https://www.vinted.it/items/5541814760-crocs-rose-et-blanc-w7-37-38?referrer=catalog,Sold,5.0,18/12/2024 16:22:26,68,stephanie74250,37.0,Crocs rose et blanc w7 (37-38,un'ora,3.0,Nuovo senza cartellino,1,0
5541816458,Zara,[],2.0,Mocassin rouge 37,0,https://www.vinted.it/items/5541816458-mocassin-zara?referrer=catalog,Sold,9.0,18/12/2024 16:35:15,69,steph03102015,37.0,Mocassin  zara,un'ora,19.0,Nuovo senza cartellino,1,0
5541822418,Crocs,[],,Neuf jamais porté crocs noir taille w7. (37-38),0,https://www.vinted.it/items/5541822418-crocs-w7-noire?referrer=catalog,Sold,5.0,18/12/2024 16:22:26,70,stephanie74250,37.0,Crocs w7 noire,un'ora,2.0,Nuovo senza cartellino,1,0
5541907708,Ralph Lauren,[],1.0,Bleu marine Jamais portés Neuf,0,https://www.vinted.it/items/5541907708-mocassins-ralph-lauren?referrer=catalog,Sold,15.0,18/12/2024 16:40:22,71,carla.bresson,38.0,Mocassins ralph Lauren,23 min,10.0,Nuovo senza cartellino,1,1
5541879526,UGG,[],,"Vendo ugg mini neri, causa inutilizzo.",1,https://www.vinted.it/items/5541879526-ugg-neri?referrer=catalog,Sold,76.5,18/12/2024 16:40:45,72,greta.manfredi,37.0,Ugg neri,31 min,19.0,Nuovo senza cartellino,2,1
5541814760,Crocs,[],1.0,Neuf crocs,0,https://www.vinted.it/items/5541814760-crocs-rose-et-blanc-w7-37-38?referrer=catalog,Sold,5.0,18/12/2024 16:22:26,70,stephanie74250,37.0,Crocs rose et blanc w7 (37-38,un'ora,3.0,Nuovo senza cartellino,1,0
5541905619,Inconnu,[],,Bottines noires avec petit strass argenté hauteur talon 7 cm taille 40,0,https://www.vinted.it/items/5541905619-bottines-noires-strass?referrer=catalog,Sold,4.0,18/12/2024 16:54:55,73,brettnachertina,40.0,Bottines noires strass,38 min,12.0,Nuovo senza cartellino,1,1
5541879526,UGG,[],,"Vendo ugg mini neri, causa inutilizzo.",1,https://www.vinted.it/items/5541879526-ugg-neri?referrer=catalog,Sold,76.5,18/12/2024 16:40:45,72,greta.manfredi,37.0,Ugg neri,un'ora,19.0,Nuovo senza cartellino,2,1
5541938582,Sfera,[],,Talla 37 NUEVO,0,https://www.vinted.it/items/5541938582-botin-sfera?referrer=catalog,Sold,5.0,18/12/2024 16:50:48,74,tatiiana_3,37.0,Botín Sfera,29 min,3.0,Nuovo senza cartellino,1,2
5542075439,Skechers,[],,"Vends bottines fourrées noires Skechers, pointure 39/40 neuve elle taille grand",2,https://www.vinted.it/items/5542075439-vends-bottines-fourrees-noires-skechers-pointure-39-neuve?referrer=catalog,Sold,21.0,18/12/2024 17:37:43,75,fanfan.68,39.5,Vends bottines fourrées noires Skechers,19 min,7.0,Nuovo senza cartellino,3,0
5542056215,Valleverde,[],1.0,Scarpe donna,0,https://www.vinted.it/items/5542056215-scarpe?referrer=catalog,Sold,17.0,18/12/2024 17:43:59,76,moiramoira60,38.0,scarpe,31 min,6.0,Nuovo senza cartellino,3,0
5542057450,novo,[],1.0,Balerines novo,0,https://www.vinted.it/items/5542057450-balerines?referrer=catalog,Sold,18.0,18/12/2024 17:43:59,77,galina056504119,37.0,Balerines,31 min,1.0,Nuovo senza cartellino,3,0
5541990996,Quechua,[],2.0,Chaussure de randonnée montagne Taille 40 - hautes - servies 1 jour gris noire et verte,3,https://www.vinted.it/items/5541990996-chaussures-de-montagne-t40?referrer=catalog,Sold,15.0,18/12/2024 17:44:00,78,sandy92360,40.0,Chaussures de montagne T40,un'ora,10.0,Nuovo senza cartellino,7,0
5542101619,Decathlon,[],1.0,Boþes neuves sans étiquette Decathlon,2,https://www.vinted.it/items/5542101619-bottes-de-neige-fourrees-38?referrer=catalog,Sold,8.0,18/12/2024 17:49:02,79,berangeremarie,38.0,Bottes de neige fourrees 38,31 min,15.0,Nuovo senza cartellino,1,0
5542075439,Skechers,[],,"Vends bottines fourrées noires Skechers, pointure 39/40 neuve elle taille grand",2,https://www.vinted.it/items/5542075439-vends-bottines-fourrees-noires-skechers-pointure-39-neuve?referrer=catalog,Sold,21.0,18/12/2024 17:37:43,75,fanfan.68,39.5,Vends bottines fourrées noires Skechers,40 min,7.0,Nuovo senza cartellino,3,0
5542056215,Valleverde,[],1.0,Scarpe donna,0,https://www.vinted.it/items/5542056215-scarpe?referrer=catalog,Sold,17.0,18/12/2024 17:43:59,76,moiramoira60,38.0,scarpe,un'ora,7.0,Nuovo senza cartellino,3,0
5542084782,UGG,[],1.0,Ugg schuhe winter lowmel pratiquement neuf à vendre taille 37 Sélectionnez mondial relay pour un envoie plus rapide✈️,0,https://www.vinted.it/items/5542084782-ugg-schuhe-winter-lowmel?referrer=catalog,Sold,99.99,18/12/2024 17:49:02,80,riyyaaadd,37.0,Ugg schuhe winter lowmel !!,38 min,16.0,Nuovo senza cartellino,1,1
5542223800,Zara,[],1.0,Indossato poche volte,0,https://www.vinted.it/items/5542223800-stivali-zara-tg-39?referrer=catalog,Sold,2.0,18/12/2024 18:07:34,81,benedetta200103,39.0,Stivali zara tg 39,7 min,9.0,Nuovo senza cartellino,1,0
5542421124,Asics,[],,"Alleen binnen gedragen, in nieuwstaat.",0,https://www.vinted.it/items/5542421124-zwart-met-roze-schoenen-van-asics-maat-405?referrer=catalog,Sold,10.0,18/12/2024 19:03:43,82,divano11,40.5,Zwart met roze schoenen van asics,6 min,3.0,Nuovo senza cartellino,1,0
5542349397,Zara,[],2.0,Neuf sans étiquettes,8,https://www.vinted.it/items/5542349397-chassure-a-talon-femme?referrer=catalog,Sold,15.0,18/12/2024 19:04:20,84,hadjer080895,36.0,Chassure a Talon femme,33 min,26.0,Nuovo senza cartellino,4,0
5542404733,Tamaris,[],,Scarpetta,1,https://www.vinted.it/items/5542404733-tamaris?referrer=catalog,Sold,25.0,18/12/2024 19:08:39,83,luckyluca777,39.0,Tamaris,17 min,11.0,Nuovo senza cartellino,1,0
5542905494,Zara,[],1.0,Sin estrenar.,0,https://www.vinted.it/items/5542905494-zapatos-de-tacon-color-blanco-hielo-de-zara-talla-36?referrer=catalog,Sold,16.0,18/12/2024 21:31:52,85,itemlo,36.0,Zapatos de tacón color blanco hielo de Zara. Talla 36.,6 min,2.0,Nuovo senza cartellino,1,0
5545247763,Nike,[],1.0,1 x gedragen maat 40,0,https://www.vinted.it/items/5545247763-nike-schoenen?referrer=catalog,Sold,15.0,19/12/2024 18:03:57,86,xxzoexx1,40.0,Nike schoenen,40 min,3.0,Nuovo senza cartellino,1,2
5545206090,Zara,[],,Nie getragen. Liegen nur im Schrank herum. Top Zustand. Keine Gebrauchsspuren 🩵,2,https://www.vinted.it/items/5545206090-zara-loafers?referrer=catalog,Sold,13.0,19/12/2024 18:25:39,87,rabiaaltid,38.0,Zara Loafers,un'ora,13.0,Nuovo senza cartellino,8,3
5545725170,Kiabi,[],,Jamais utilisé,0,https://www.vinted.it/items/5545725170-lot-de-paire-de-baskets?referrer=catalog,Sold,1.0,19/12/2024 20:32:02,88,milanata.1,36.0,Lot de paire de baskets,10 min,2.0,Nuovo senza cartellino,1,0
5545708694,Kiabi,[],,Neuve,1,https://www.vinted.it/items/5545708694-nb-1944g?referrer=catalog,Sold,50.0,19/12/2024 20:32:17,89,k_mnds,40.0,Nb 1944g,16 min,2.0,Nuovo senza cartellino,2,0
5545706502,Shein,[],,En bon état,0,https://www.vinted.it/items/5545706502-nb-2002r?referrer=catalog,Sold,100.0,19/12/2024 20:32:17,90,k_mnds,40.0,Nb 2002r,17 min,0.0,Nuovo senza cartellino,2,0
5545729591,geen merk,[],,Hele mooie laarsjes groen maar 38,0,https://www.vinted.it/items/5545729591-cowboylaarsjes-groen?referrer=catalog,Sold,7.5,19/12/2024 20:40:44,91,daisy7519,38.0,Cowboylaarsjes groen,Unknown,,Unknown,1,0
5545634959,UGG,[],2.0,"Neuf et inutilisé, cadeau parfait, livré avec boîte, livraison sûre et rapide.",3,https://www.vinted.it/items/5545634959-bottes-de-neige-ugg-marron-taille-38?referrer=catalog,Sold,93.0,19/12/2024 20:40:44,92,somebodynobody888,38.0,Bottes de neige UGG marron,un'ora,31.0,Nuovo senza cartellino,1,0
5545726346,Stefania,[],,"Internamente vera pelle, parte superiore da rivestire , colore bordeaux",0,https://www.vinted.it/items/5545726346-pantofole-vera-pelle?referrer=catalog,Sold,1.0,19/12/2024 20:40:44,93,angelagiambo,42.0,Pantofole vera pelle,23 min,4.0,Nuovo senza cartellino,1,0
5545648757,UGG,[],1.0,Taille 39 Neuves mais trop petites,1,https://www.vinted.it/items/5545648757-ugg-chaussures?referrer=catalog,Sold,80.0,19/12/2024 20:40:44,94,michelarmelle,39.0,Ugg chaussures,un'ora,17.0,Nuovo senza cartellino,1,0
5545660454,Pull & Bear,[],,Nuevos sin uso Plataforma Cremallera y cordones,1,https://www.vinted.it/items/5545660454-botin-pullbear-35?referrer=catalog,Sold,20.0,19/12/2024 20:40:45,95,ainoahr98,35.0,Botín  Pull&Bear 35,Unknown,,Unknown,4,0
5545692292,Mustang,[],1.0,"Bottines fourrées, neuves",4,https://www.vinted.it/items/5545692292-mustang-bottines-t40?referrer=catalog,Sold,10.0,19/12/2024 20:40:44,96,pseudocat24,40.0,Mustang Bottines T40,36 min,20.0,Nuovo senza cartellino,3,0
5545735870,Zara,[],2.0,Bottes marron à plate-forme Zara Arrive en mi/haut du molet Porté 1 fois Taille 39 #zara #bottes #botteshautes #bottesfemme,15,https://www.vinted.it/items/5545735870-bottes-hautes-marron?referrer=catalog,Sold,20.0,19/12/2024 21:01:24,97,juju-4500,39.0,Bottes Hautes marron,35 min,32.0,Nuovo senza cartellino,4,0
5545814976,Chaussea,[],1.0,"Bottes hautes noires Très beau modèle, jamais mise car trop grande pour moi Très confort et l’intérieur c’est style « polaire » pour tenir chaud ! 🤎 Neuves Acheter chez Chaussea en Février, modèle MERRY SCOTT",0,https://www.vinted.it/items/5545814976-bottes-hautes?referrer=catalog,Sold,15.0,19/12/2024 21:05:27,98,cleanel,36.0,Bottes hautes,10 min,1.0,Nuovo senza cartellino,1,0
5545802219,Boutique Italiana,[],,Jamais porté,0,https://www.vinted.it/items/5545802219-talon?referrer=catalog,Sold,5.0,19/12/2024 21:11:48,99,inesxak,40.0,Talon 👠,22 min,5.0,Nuovo senza cartellino,1,0
5545657201,Puma,[],,"Bottes Puma noir Jamais porté Parfait état Taille 38,5",4,https://www.vinted.it/items/5545657201-bottes?referrer=catalog,Sold,10.0,19/12/2024 21:15:05,100,oceane_mchlf,38.5,Bottes,Unknown,,Unknown,9,3
5545709991,Stradivarius,[],2.0,"Nuevo, botas tipo plataformas track marca Stradivarius, talla 37",0,https://www.vinted.it/items/5545709991-botas-plataformas-stradivarius-talla-37?referrer=catalog,Sold,30.0,19/12/2024 21:24:16,101,recikla2,37.0,Botas plataformas Stradivarius talla 37,un'ora,9.0,Nuovo senza cartellino,7,5
5545755317,Gabor,[],,Jamais porté,5,https://www.vinted.it/items/5545755317-mocassins-blancs-a-boucle-dore?referrer=catalog,Sold,20.0,19/12/2024 21:23:17,102,marie-adeline87,42.0,Mocassins blancs à boucle doré,Unknown,,Unknown,6,6
5545288131,adidas,[],4.0,Paire neuve jamais porté Taille 39 1/3 Je n’ai plus la boîte Envoi rapide !,9,https://www.vinted.it/items/5545288131-adidas-samba?referrer=catalog,Sold,50.0,19/12/2024 21:40:57,103,nel.ma,39.5,Adidas samba,3 ore,58.0,Nuovo senza cartellino,8,4
5545749130,Geox,[],,"Stivaletto Geox pelle, indossate solo una volta, con cerniera laterale. Nuove in ottime condizioni.",7,https://www.vinted.it/items/5545749130-stivaletto-geox?referrer=catalog,Sold,40.0,19/12/2024 22:03:40,104,terry7erry,39.0,Stivaletto GEOX,Unknown,,Unknown,6,6
5545739726,Kiabi,[],1.0,Classe avec des robes longues Très belle portée Jamais porté - je les ai achetés tte neuves Taille 38,7,https://www.vinted.it/items/5545739726-bottes-classe?referrer=catalog,Sold,9.0,19/12/2024 22:03:40,105,chimael,38.0,Bottes classe,un'ora,50.0,Nuovo senza cartellino,7,6
5545933841,Christian Louboutin,[],2.0,Nuova mai indossata Completa di dustbag e sottotacchi di ricambio senza scatola originale,2,https://www.vinted.it/items/5545933841-pump-christian-louboutin-pigalle-85-un-vernice-nera-40?referrer=catalog,Sold,249.0,19/12/2024 22:25:29,106,yroby,40.0,Pump Christian Louboutin Pigalle 85 un vernice nera  40,43 min,20.0,Nuovo senza cartellino,3,7
5545783146,sansnom.,[],,Porte une fois pour les essayer,9,https://www.vinted.it/items/5545783146-mi-botte-de-neige?referrer=catalog,Sold,9.0,19/12/2024 22:21:21,107,katy411,39.0,Mi botte de neige,Unknown,,Unknown,9,7
5545886032,Shein,[],,Botina dourados Shein Novos nunca usados TAM 38 Abertos na lateral,3,https://www.vinted.it/items/5545886032-botina-dourados-shein?referrer=catalog,Sold,7.0,19/12/2024 22:37:25,108,silvia11081971,38.0,Botina dourados Shein,Unknown,,Unknown,5,0
5545863465,MADE in P.R.C,[],1.0,Scarpe basse a mezzo stivaletto da Donna. Completamente nuove. Color nero e viola. Nume37 #scarpebasse#anfibi#scarpecomode#france#spain#woman#shoes#italy#paris#austria#portugal#scarpedapasseggio#nere#violet#inpost#brt#posteitaliane#locker#scontiset#madrid#barcellona#shoes#womanshoes#valencia#vienna#budapest#puntilocker#scontiset#numero37#antipioggia#originali#gift#regalodinatale#merrychristmas#regalisottolalbero#regalofidanzato#ideeregalo#scontiset#affare,1,https://www.vinted.it/items/5545863465-stivaletto-basso?referrer=catalog,Sold,18.0,19/12/2024 22:53:00,109,antomiky56,37.0,Stivaletto basso,un'ora,7.0,Nuovo senza cartellino,7,6
5545989110,Le Temps des Cerises,[],3.0,Neuve jamais portée taille 39,12,https://www.vinted.it/items/5545989110-bottine-noir?referrer=catalog,Sold,25.0,19/12/2024 23:01:26,110,lorane_24,39.0,Bottine noir,un'ora,30.0,Nuovo senza cartellino,3,8
5545953716,Zara,[],6.0,Botas zara nuevas,11,https://www.vinted.it/items/5545953716-botas-zara?referrer=catalog,Sold,25.0,19/12/2024 23:20:49,111,helenacanet01,39.0,Botas  zara,un'ora,67.0,Nuovo senza cartellino,5,0
5545875178,GUESS,[],1.0,So tolle Stiefeletten einfach ein absoluter Favorit. Sind NEU und ungetragen. Größe 40 Gekostet haben die weit aus über 120€ .,2,https://www.vinted.it/items/5545875178-stiefeletten-von-guess?referrer=catalog,Sold,60.0,19/12/2024 23:34:27,112,elah.s,40.0,Stiefeletten von GUESS,2 ore,15.0,Nuovo senza cartellino,8,4
5546071097,Local,[],,Zapatos N38 imitacion a serpiente puestos en una boda !,0,https://www.vinted.it/items/5546071097-zapatos-verdes-serpiente?referrer=catalog,Sold,5.0,19/12/2024 23:38:24,113,victoriacpla,38.0,Zapatos verdes serpiente,Unknown,,Unknown,1,4
5546073255,Moon Boot,[],,"come nuovi, indossati due volte. taglia dal 39 al 41",1,https://www.vinted.it/items/5546073255-moon-boot-fucsia?referrer=catalog,Sold,75.0,19/12/2024 23:43:00,114,17maty,39.0,moon boot fucsia,Unknown,,Unknown,1,5
5546028067,Le Cose,[],,"Pantofole di lana cotta colore blu , bordate di passamaneria , n.38 , nuove, ricevute in regalo ma non mi vanno bene al collo del piede . Suola interna in pelle, esterna in gomma. Mai indossate.",5,https://www.vinted.it/items/5546028067-pantofole-di-lana-cotta?referrer=catalog,Sold,10.0,20/12/2024 00:29:05,115,carla011253,38.0,Pantofole di lana cotta,un'ora,25.0,Nuovo senza cartellino,4,0
5548493666,Kiabi,[],,Jamais porté Taille 38 Talon : 8/9cm (très confortable),1,https://www.vinted.it/items/5548493666-cuissardes-a-talon-noir?referrer=catalog,Sold,7.0,20/12/2024 21:35:46,116,cetania94,38.0,Cuissardes à talon Noir,Unknown,,Unknown,2,0
5548480648,Brand non indicato,[],,Porter une fois botte noir neuve super état bien chaude pour l’hiver imperméable,2,https://www.vinted.it/items/5548480648-botte-de-neige-fourre?referrer=catalog,Sold,15.0,20/12/2024 21:44:01,117,lodye1,39.0,Botte de neige fourré,Unknown,,Unknown,3,0
5548509047,Zara,[],,Mocasines ZARA con tachuelas piel sintética talle 39 sin uso. Muy bonitos.,0,https://www.vinted.it/items/5548509047-mocasines-zara-con-tachuelas-piel-sintetica?referrer=catalog,Sold,20.0,20/12/2024 21:47:37,118,renatafaustina,39.0,Mocasines ZARA con tachuelas piel sintética,Unknown,,Unknown,1,0
5548570103,Puma,[],,modello x-ray2 comodissime con tech soft foam+ super comfort con leggera platform trendy indossate una volta,4,https://www.vinted.it/items/5548570103-scarpe-puma-nuove?referrer=catalog,Sold,8.0,20/12/2024 22:11:11,119,m4rgher1ita,39.0,scarpe puma nuove,Unknown,,Unknown,1,7
5548445306,Brand non indicato,[],,Scarpe sabot ultra calde e comode,1,https://www.vinted.it/items/5548445306-scarpe-sabot?referrer=catalog,Sold,50.0,20/12/2024 22:54:09,120,vivianunzia,38.0,Scarpe sabot,Unknown,,Unknown,9,0
5548595269,Bobbies,[],,Selling Bobbies unused leather boots,17,https://www.vinted.it/items/5548595269-bobbies-leather-boots?referrer=catalog,Sold,64.0,20/12/2024 22:56:59,121,styleceleste1,37.0,Bobbies Leather Boots,Unknown,,Unknown,3,0
5548541231,groier,[],,"Brand new, never worn it once It’s very bohemian and retro looking. The color is between brown and shiny gold 6cm its very soft and comfortable relatively",6,https://www.vinted.it/items/5548541231-vintage-style-bronze-heel?referrer=catalog,Sold,3.0,20/12/2024 23:00:28,122,ash010809,38.0,Vintage style bronze heel,Unknown,,Unknown,5,0
5548532046,Inconnu,[],,Talons noir porté une fois,2,https://www.vinted.it/items/5548532046-talons-noir?referrer=catalog,Sold,6.0,20/12/2024 23:56:03,123,ls1004,39.0,Talons noir,Unknown,,Unknown,6,0
5556565281,Inconnu,[],,Jamais portée,0,https://www.vinted.it/items/5556565281-botte-basse?referrer=catalog,Sold,15.0,23/12/2024 18:36:23,124,achat699,37.0,Botte basse,Unknown,,Unknown,2,0
5556426329,Decathlon,[],,Utiliser 1 fois (sortie scolaire) Elle sont vraiment neuf. Aucune imperfection ou tâche. Du 37/38 Couleur noir. Prix négociable. Si vous avez des questions n'hésitez pas à me contacter.,0,https://www.vinted.it/items/5556426329-botte-pour-ski?referrer=catalog,Sold,10.0,23/12/2024 18:36:23,125,armina17100,38.0,Botte pour ski,Unknown,,Unknown,7,0
5560195902,adidas,[],,👕Spezial 🏷️Marca: Adidas 🌟Talla: 38 ✅ Auténtico ✨Calidad 10/10 🧼Entrego lavado y con buen olor 🚚 Envío en menos de 24 horas ‼️Tengo factura‼️,7,https://www.vinted.it/items/5560195902-adidas-handball-spezial-black-wonder-leopard-w?referrer=catalog,Sold,88.75,25/12/2024 21:41:23,126,alejandro1908,38.0,Adidas Handball Spezial ‘Black Wonder Leopard’ “W”,Unknown,,Unknown,4,0
5560315150,ASOS Design,[],,Noch nie getragen,0,https://www.vinted.it/items/5560315150-plateau-schuhe?referrer=catalog,Sold,5.0,25/12/2024 21:47:12,127,hexenweib666,42.0,Plateau-Schuhe,Unknown,,Unknown,1,0
5560229313,Converse,[],,Neuve,8,https://www.vinted.it/items/5560229313-converse-femme-neuve?referrer=catalog,Sold,20.0,25/12/2024 21:58:04,128,risina,39.0,Converse femme neuve,Unknown,,Unknown,7,5
5560287376,UGG,[],,très peu porté,2,https://www.vinted.it/items/5560287376-botte-ugg-beige?referrer=catalog,Sold,45.0,25/12/2024 22:00:24,129,eva_mnr,38.0,botte ugg beige,Unknown,,Unknown,1,5
5560285587,ECCO,[],,Taglia 40 Nuovi senza scatola Vendo perché non mi vanno,0,https://www.vinted.it/items/5560285587-stivaletti-neri-ecco?referrer=catalog,Sold,19.0,25/12/2024 22:00:24,130,raffa.099,40.0,Stivaletti neri ecco,Unknown,,Unknown,5,7
5560299679,UGG,[],,Tt neuf,4,https://www.vinted.it/items/5560299679-ugg-neuf?referrer=catalog,Sold,100.0,25/12/2024 22:03:24,131,enise2024,38.0,Ugg neuf,Unknown,,Unknown,4,8
5560366986,UGG,[],,Vendue sans la boîte Taille 38,2,https://www.vinted.it/items/5560366986-ugg-mini?referrer=catalog,Sold,70.0,25/12/2024 22:09:41,132,lorette_59,38.0,Ugg mini,Unknown,,Unknown,1,10
5560412607,Zara,[],,Nooit gedragen! maat 39,2,https://www.vinted.it/items/5560412607-zara-slippers-muiltjes?referrer=catalog,Sold,5.0,25/12/2024 22:28:13,133,lraayb,39.0,Zara slippers muiltjes,Unknown,,Unknown,1,3
5560361263,Marypaz,[],,Talla: 38 Nuevas sin estrenar,8,https://www.vinted.it/items/5560361263-botas-marypaz-nuevas-sin-estrenar?referrer=catalog,Sold,10.0,25/12/2024 22:40:43,134,raquelqt00,38.0,Botas marypaz nuevas sin estrenar,Unknown,,Unknown,4,7
5560405816,UGG,[],,Completamente nuevas sin uso tal cual las fotos y originales,0,https://www.vinted.it/items/5560405816-botas-ugg?referrer=catalog,Sold,100.0,25/12/2024 22:45:41,135,marta124455,38.0,Botas uGG,Unknown,,Unknown,1,5
5560384261,Nicoli,[],1.0,Usadas una vez,1,https://www.vinted.it/items/5560384261-botas?referrer=catalog,Sold,140.0,25/12/2024 22:44:34,136,belen13lf,38.0,Botas,39 min,13.0,Nuovo senza cartellino,3,8
5560318990,Moon Boot,[],,"Indossati una volta sola, condizioni perfette! Taglia 39/41",12,https://www.vinted.it/items/5560318990-doposci-moon-boot?referrer=catalog,Sold,80.0,25/12/2024 22:48:06,137,paolabenga,40.0,Doposcí Moon Boot 🌙,Unknown,,Unknown,6,6
5560164558,adidas,[],,Spezial marron 🟤 Neuf✅ Jamais porté📝 Copie parfaite✅,13,https://www.vinted.it/items/5560164558-spezial-marron?referrer=catalog,Sold,45.0,25/12/2024 22:51:08,138,ilyan_76,38.0,Spezial marron,Unknown,,Unknown,3,8
5560352422,Timberland,[],3.0,• Jamais portées • Taille 38,10,https://www.vinted.it/items/5560352422-bottines-timberland?referrer=catalog,Sold,70.0,26/12/2024 00:02:26,139,liinda110817,38.0,Bottines Timberland,2 ore,52.0,Condizioni,9,0
5560342428,New Balance,[],8.0,Nuevas sin usar,25,https://www.vinted.it/items/5560342428-new-balance-530?referrer=catalog,Sold,60.0,26/12/2024 00:11:02,140,jessica9696969,40.0,New balance 530,2 ore,82.0,Condizioni,8,4
5561004827,New Balance,[],2.0,Taille 38 Excellent état Couleur ivoire beige #newbalance #zara #sneakers #basket #lifestyle,4,https://www.vinted.it/items/5561004827-new-balance?referrer=catalog,Sold,45.0,26/12/2024 11:54:45,141,saraaah761,38.0,New balance,35 min,26.0,Condizioni,6,0
5561045191,Reebok,[],,Nuove mai calzate,1,https://www.vinted.it/items/5561045191-scarpe-nera-e-fucsia-pelle?referrer=catalog,Sold,8.0,26/12/2024 11:57:37,142,stefano.2022,38.0,Scarpe nera e fucsia pelle,25 min,6.0,Condizioni,4,0
5561034853,Campus,[],1.0,Neuve. Taille 38 2/3. Campus adidas grise.,2,https://www.vinted.it/items/5561034853-campus-grise?referrer=catalog,Sold,48.0,26/12/2024 11:57:37,143,cic34,38.5,Campus grise,29 min,14.0,Condizioni,5,0
5561122402,Birkenstock,[],,Birkenstock taille 37 neuves,0,https://www.vinted.it/items/5561122402-birkenstock?referrer=catalog,Sold,10.0,26/12/2024 11:55:53,144,laury1306,37.0,Birkenstock,5 min,5.0,Condizioni,1,1
5561258337,Converse,[],1.0,Nieuw,2,https://www.vinted.it/items/5561258337-damesschoenen-hoge-sneakers-converse?referrer=catalog,Sold,22.0,26/12/2024 12:38:56,145,brigitte-67,41.0,Damesschoenen hoge sneakers converse,12 min,7.0,Condizioni,2,0
5561015081,UGG,[],8.0,Pointure 37 cadeau erreur de pointure classique ultra mini teinte beige clair expédition rapide Juste sorti du carton pour les photos,18,https://www.vinted.it/items/5561015081-ugg-neuve-dans-emballage-origine?referrer=catalog,Sold,80.0,26/12/2024 12:40:02,146,pascale1807,37.0,uGG neuve dans emballage origine,un'ora,54.0,Condizioni,8,0
5561152468,La Halle,[],,Jamais porté,0,https://www.vinted.it/items/5561152468-chaussures-a-talons?referrer=catalog,Sold,5.0,26/12/2024 12:40:02,147,jennifer59220,38.0,Chaussures à talons,40 min,6.0,Condizioni,8,0
5561215599,Zara,[],2.0,"Estado impecable, se envían con funda. laagam renatta nicoli maria de la orden purificacion garcia adolfo dominguez bimba y lola carolina herrera mango zara massimo dutti la veste maravic laganini",1,https://www.vinted.it/items/5561215599-bailarinas-leopardo-de-zara?referrer=catalog,Sold,15.0,26/12/2024 12:42:27,148,mdanslu,38.0,Bailarinas leopardo de Zara,26 min,15.0,Condizioni,5,0
5561232314,adidas,[],2.0,Se venden adidas spezial nuevas Talla 37 Con caja Sin defectos,1,https://www.vinted.it/items/5561232314-adidas-spezial?referrer=catalog,Sold,55.0,26/12/2024 12:42:26,149,luisvalkkk,37.0,Adidas Spezial,22 min,20.0,Condizioni,1,0
