Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Images,SearchCount,Page
Scarpe donna N 37,11.0,Brand non indicato,37,https://www.vinted.it/items/5509461892-scarpe-donna-n-37?referrer=catalog,0,5509461892,On Sale,10/12/2024 13:42:44,[],1,1
Bottines femme,120.0,Maison Margiela,37,https://www.vinted.it/items/5509461861-bottines-femme?referrer=catalog,0,5509461861,On Sale,10/12/2024 13:42:44,[],1,1
Nike court vision,70.0,Nike,37.5,https://www.vinted.it/items/5509461911-nike-court-vision?referrer=catalog,0,5509461911,On Sale,10/12/2024 13:42:44,[],1,1
Converse Chuck 70 Hi,50.0,Converse,41,https://www.vinted.it/items/5509461318-converse-chuck-70-hi?referrer=catalog,0,5509461318,On Sale,10/12/2024 13:42:44,[],1,1
Baskets femme,12.0,sans marque,40,https://www.vinted.it/items/5509461716-baskets-femme?referrer=catalog,0,5509461716,On Sale,10/12/2024 13:42:44,[],1,1
Adidas Handball Spezial dunkelblau hellblau,100.0,adidas,38,https://www.vinted.it/items/5509437405-adidas-handball-spezial-dunkelblau-hellblau?referrer=catalog,0,5509437405,On Sale,10/12/2024 13:42:44,[],1,1
Air Jordan Flight TR‘97 Light Graphit,45.0,Jordan,38.5,https://www.vinted.it/items/5509453392-air-jordan-flight-tr97-light-graphit?referrer=catalog,0,5509453392,On Sale,10/12/2024 13:42:44,[],1,1
Grijs leren laarsje - merk Marian,15.0,Marian,37,https://www.vinted.it/items/5509461210-grijs-leren-laarsje-merk-marian?referrer=catalog,0,5509461210,On Sale,10/12/2024 13:42:44,[],1,1
Basket Vans,40.0,Vans,39,https://www.vinted.it/items/5509461133-basket-vans?referrer=catalog,0,5509461133,On Sale,10/12/2024 13:42:44,[],1,1
Sneakers,18.0,Brand non indicato,38.5,https://www.vinted.it/items/5509460937-sneakers?referrer=catalog,0,5509460937,On Sale,10/12/2024 13:42:44,[],1,1
Sandali desigual,15.0,Desigual,37,https://www.vinted.it/items/5509460639-sandali-desigual?referrer=catalog,0,5509460639,On Sale,10/12/2024 13:42:44,[],1,1
Talon Haut avec bout pointu pour Femme,10.0,Shein,40,https://www.vinted.it/items/5509460174-talon-haut-avec-bout-pointu-pour-femme?referrer=catalog,0,5509460174,On Sale,10/12/2024 13:42:44,[],1,1
Stivaletto valleverde n. 37,55.0,Valleverde,37,https://www.vinted.it/items/5509459683-stivaletto-valleverde-n-37?referrer=catalog,0,5509459683,On Sale,10/12/2024 13:42:44,[],1,1
Stivali Twinset nuovi senza cartellino,75.0,Twinset,36,https://www.vinted.it/items/5509459888-stivali-twinset-nuovi-senza-cartellino?referrer=catalog,0,5509459888,On Sale,10/12/2024 13:42:44,[],1,1
Scarpa sportiva donna,15.0,Scarpa,42,https://www.vinted.it/items/5509459698-scarpa-sportiva-donna?referrer=catalog,0,5509459698,On Sale,10/12/2024 13:42:44,[],1,1
Bottine bordeaux,30.0,Brand non indicato,37,https://www.vinted.it/items/5509459743-bottine-bordeaux?referrer=catalog,0,5509459743,On Sale,10/12/2024 13:42:44,[],1,1
